AphiaID,scientificnameaccepted
59,Leptochitonidae
123,Rissoidae
158,Scaphandridae
187,Dotidae
200,Dentaliida
202,Dentaliidae
205,Nuculanidae
209,Glycymerididae
218,Lucinidae
219,Thyasiridae
230,Mactridae
251,Hiatellidae
892,Phyllodocida
902,Orbiniidae
914,Magelonidae
915,Trochochaetidae
957,Sphaerodoridae
979,Sabellariidae
1100,Calanoida
1128,Euphausiacea
1567,Pycnogonidae
1645,Phascolosomatidae
1730,Scissurellidae
1741,Skeneopsidae
1781,Semelidae
1788,Cuspidariidae
2095,Neomeniidae
2581,Pontonema
7173,Lottiidae
14469,Phoxichilidiidae
14633,Cardioidea
14636,Tellinoidea
101377,Cressidae
101378,Dexaminidae
101384,Haustoriidae
101394,Liljeborgiidae
101403,Phoxocephalidae
101406,Pontoporeiidae
101409,Stenothoidae
101592,Anonyx
102385,Photis pollex
102561,Euonyx chelatus
103119,Metopa bruzelii
103367,Oikopleura
103759,Perophora listeri
103788,Molgula manhattensis
104034,Platidiidae
105410,Sagitta
105876,Leucoraja naevus
106269,Podon
106733,Galatheidae
106922,Carcinus
107398,Necora puber
107582,Acanthephyra purpurea
110382,Leuconidae
110383,Nannastacidae
110384,Pseudocumatidae
110965,Escharella
111280,Lagenipora lepralioides
111602,Alcyonidium mamillatum
111607,Arachnidium fibrosum
115163,Miraciidae
115403,Longipedia
117386,Obelia dichotoma
117555,Eudendrium ramosum
117610,Hydranthea margarica
117690,Filellum serpens
117883,Diphasia rosacea
117906,Sertularella polyzonias
118258,Janiridae
118263,Munnidae
118280,Arcturidae
118388,Pleurogonium
118681,Pseudarachna hirsuta
122419,Tetrastemma
122471,Cerebratulus fuscus
122596,Cephalothrix linearis
123090,Valvatida
123121,Asteriidae
123143,Solasteridae
123208,Ophiotrichidae
123386,Echinus
129359,Petaloproctus
129514,Protodrilus
129600,Sphaerodoridium
129607,Atherospio
129967,Dodecaceria concharum
130142,Goniada pallida
130171,Microphthalmus fragilis
130632,Eulalia ornata
131124,Dipolydora socialis
131126,Laonice appelloefi
131134,Malacoceros vulgaris
131152,Prionospio caspersi
132037,Stelligera
132335,Spongionella pulchella
132465,Axinella arctica
134614,Ammothella longipes
134764,Sacculinidae
136159,Anarthruridae
136161,Nototanaidae
137353,Marionina
137481,Nais elinguis
137553,Clitellio (Clitellio) arenarius
138467,Scrobicularia
138544,Embletonia
138647,Venerupis
138749,Heteranomia squamula
138818,Astarte borealis
139433,Cardiomya costellata
140767,Barnea candida
140869,Gari depressa
141022,Odostomia turrita
141531,Skenea serpuloides
141539,Skeneopsis planorbis
141883,Diplodonta rotundata
141987,Portlandia arctica
142838,Cryptocelides loveni
146525,Atylidae
146873,Cyprididae
146899,Nemertea incertae sedis
146906,Fabulina
147000,Limnodriloides scandinavicus
152424,Mendicula pygmaea
152490,Ophiocomidae
152774,Lepidochitona cinerea
156066,Dikoleps nitens
157532,Podarkeopsis brevipalpa
157947,Halecium beanii
168640,Mycale (Mycale) lingua
195989,Salvatoria limbata
236744,Cyproideidae
237596,Leptognathiidae
238708,Cylindroleberis mariae
246142,Thyasira subtrigona
470797,Diplosolen obelium
491656,Jordaniella nivosa
558146,Skeneidae
594957,Nematonereis unicornis
816800,Mesothuria intestinalis
817982,Parthenina interstincta
836020,Spiralinella spiralis
960,Amphinomidae
69,Ischnochitonidae
119,Littorinidae
146,Neogastropoda
830,Phaeophyceae
13795,Epicaridea
14638,Veneroidea
100815,Aulactinia verrucosa
100817,Bolocera tuediae
100833,Urticina eques
167,Sacoglossa
100950,Hormathia coronata
100999,Sagartiogeton laceratus
101016,Corynactis viridis
802,Chlorophyceae
102202,Eusirus longipes
10331,Pleuronectiformes
100770,Metridium
100777,Sagartiogeton
100854,Stomphia coccinea
100913,Protanthea simplex
103456,Didemnum
103457,Diplosoma
103488,Ciona
103489,Diazona
103524,Pyura
100936,Amphianthus dohrnii
100986,Actinothoe sphyrodeta
103656,Aplidium nordmanni
103658,Aplidium pallidum
101013,Pachycerianthus multiplicatus
105729,Scyliorhinus
105814,Scyliorhinus canicula
101547,Hyale
102251,Gammarellus angulosus
1484,Halacaridae
1601,Hydractiniidae
1803,Brachiopoda
102710,Perrierella audouiniana
100776,Sagartia
100808,Anemonia viridis
100892,Edwardsia timida
106230,Chthamalus montagui
103471,Aplidium
103585,Lissoclinum perforatum
106231,Chthamalus stellatus
103594,Trididemnum cereum
103662,Aplidium punctum
106734,Porcellanidae
107032,Palaemon
101007,Arachnanthus sarsi
102178,Calliopius laeviusculus
103862,Botryllus schlosseri
107418,Pilumnus hirtellus
104055,Terebratulina retusa
103582,Diplosoma spongiforme
107616,Palaemon serratus
107703,Palinurus elephas
103598,Trididemnum tenerum
103717,Ascidia virginea
110360,Amalosoma eddystonense
106727,Penaeidae
110574,Nannastacus unguiculatus
110978,Parasmittina
111343,Cryptosula pallasiana
103733,Diazona violacea
103814,Boltenia echinata
103851,Pyura microcosmus
106863,Nephrops
106888,Goneplax
107154,Galathea squamifera
107163,Munida sarsi
103914,Polycarpa scuba
106039,Balanomorpha
114505,Chaetonotus variosquamatus
117377,Gonothyraea loveni
117426,Clava multicornis
117544,Eudendrium capillare
117628,Antennella secundaria
106876,Cancer
117912,Sertularia argentea
118849,Eurydice inermis
119000,Gnathia vorax
107386,Liocarcinus corrugatus
107506,Eualus occultus
110571,Nannastacus brevicaudatus
110671,Euphausiidae
110814,Tubuliporidae
110866,Scrupocellaria
123578,Asteronyx
111066,Aetea sica
111082,Pentapora fascialis
111230,Caberea ellisii
111257,Cellaria fistulosa
107190,Porcellana platycheles
111259,Cellaria salicornioides
111448,Reteporella beaniana
111600,Alcyonidium gelatinosum
124598,Aslia lefevrei
111800,Barentsia benedeni
117125,Kirchenpaueria
117225,Abietinaria
117902,Sertularella gayi
118793,Paramunna bilobata
107327,Inachus dorsettensis
119043,Idotea emarginata
122528,Lineus longissimus
110349,Echiuridae
111320,Membraniporella nitida
123389,Psammechinus
124043,Hippasteria phrygiana
111538,Schizoporella unicornis
111621,Flustrellidra hispida
111636,Nolella stipata
125195,Amphiura (Ophiopeltis) securigera
117070,Sarsia
117285,Aglaophenia tubulifera
125579,Pleuronectidae
117302,Lytocarpia myriophyllum
125606,Syngnathidae
126281,Anguilla anguilla
126440,Pollachius pollachius
117636,Schizotricha frutescens
126965,Labrus bergylta
127151,Zeugopterus punctatus
127383,Nerophis lumbriciformis
128503,Virgularia
117871,Abietinaria filicula
125401,Swiftia pallida
128787,Mesnilia cluthae
126152,Myoxocephalus
126555,Lophius piscatorius
118139,Anurida maritima
129575,Protula
126904,Lesueurigobius friesii
120144,Paramysis arenosa
126937,Thorogobius ephippiatus
127204,Taurulus bubalis
123320,Porania
128490,Funiculina
123336,Crossaster
129194,Aphrodita
123338,Solaster
129563,Filograna
129661,Opisthodonta
123920,Luidia ciliaris
123922,Luidia sarsii
123970,Henricia oculata
130097,Brada inhabilis
130496,Ophelia rathkei
130486,Armandia polyophthalma
130659,Nereiphylla rubiginosa
130800,Lepidonotus clava
131367,Procerastea halleziana
131834,Haliclona
132201,Leuconia nivea
132219,Leucosolenia complicata
132252,Sycon elegans
132970,Iophon hyndmani
132971,Iophon nigricans
133621,Hymedesmia (Hymedesmia) paupertas
131503,Neoamphitrite edwardsi
131863,Iophon
134275,Suberites carnosus
131729,Clathrina
131970,Myxilla
132233,Leucosolenia variabilis
132833,Haliclona (Haliclona) oculata
125476,Gasterosteidae
125477,Gobiesocidae
125541,Labridae
126227,Syngnathus
126445,Trisopterus luscus
126446,Trisopterus minutus
126461,Molva molva
134285,Suberites ficus
135141,Caryophyllia (Caryophyllia) inornata
136152,Tanaidomorpha
137572,Tubificoides brownae
137779,Chiton
135226,Stauromedusae
135275,Haliclystus
138090,Tonicella
136246,Pseudotanais
137080,Halichoerus grypus
138313,Aequipecten
137651,Heteranomia
126961,Centrolabrus exoletus
126964,Ctenolabrus rupestris
138531,Macoma
137966,Enteroxenos
138018,Coryphella
138369,Polycera
139771,Eubranchus tricolor
127214,Cyclopterus lumpus
139939,Favorinus blianus
138758,Aplysia punctata
141393,Setia pulcherrima
139360,Raphitoma concinna
139951,Diodora graeca
139987,Coryphella verrucosa
140037,Okenia elegans
140046,Trapania pallida
140212,Leptochiton tenuis
142816,Eurylepta cornuta
143717,Ectocarpaceae
140262,Littorina littorea
129785,Amphicteis midas
143800,Audouinella
143832,Callithamnion
143883,Delesseria
143968,Elachista
143999,Codium
140264,Littorina saxatilis
144018,Lithothamnion
130005,Dorvillea erucaeformis
130020,Ophryotrocha dubia
144033,Dumontia
144051,Peyssonnelia
144054,Cutleria
144067,Dictyosiphon
144086,Dictyota
144135,Gelidium
144151,Halarachnion
140403,Nucella lapillus
144252,Rhodymenia
144437,Porphyra umbilicalis
130206,Lacydonia miranda
144442,Bonnemaisonia hamifera
144502,Aglaothamnion tripinnatum
144535,Ceramium botryocarpum
144603,Plumaria plumosa
144686,Ptilota gunneri
144702,Spermothamnion repens
144719,Dasya hutchinsiae
144737,Apoglossum ruscifolium
144755,Haraldiophyllum bonnemaisonii
144770,Nitophyllum punctatum
144854,Rhodomela confervoides
144855,Rhodomela lycopodioides
144918,Eudesme virescens
144937,Elachista fucicola
145170,Lithothamnion glaciale
145188,Mesophyllum lichenoides
145222,Dilsea carnosa
140513,Nassarius reticulatus
145271,Meredithia microphylla
140630,Diaphorodoris luteocincta
145306,Arthrocladia villosa
145313,Asperococcus fistulosus
145490,Erythrotrichia carnea
130972,Saccocirrus papillocercus
131025,Placostegus tridentatus
145590,Gelidium pusillum
145605,Catenella caespitosa
145606,Caulacanthus ustulatus
145620,Furcellaria lumbricalis
138312,Patella
145621,Halarachnion ligulatum
145654,Coccotylus truncatus
145688,Stylonema alsidii
145722,Chorda filum
141820,Margarites groenlandicus
141875,Turtonia minuta
142820,Prostheceraeus vittatus
143804,Spongomorpha
144047,Callophyllis
144099,Ectocarpus
144129,Fucus
131658,Myxillidae
144149,Rhodophyllis
132159,Alcyonium glomeratum
144172,Polyides
132277,Clathrina coriacea
132663,Hymeniacidon perlevis
144197,Chorda
133679,Phorbas fictitius
134282,Suberites domuncula
145743,Scinaia furcellata
135302,Cyanea lamarckii
144204,Scinaia
144368,Acrochaetium microscopicum
144422,Ahnfeltia plicata
144438,Asparagopsis armata
144440,Bonnemaisonia asparagoides
137710,Neptunea
137914,Doris
138095,Kellia
145821,Lomentaria articulata
144501,Aglaothamnion tenuissimum
144547,Ceramium echionotum
144549,Ceramium gaditanum
144563,Ceramium shuttleworthianum
145855,Rhodymenia pseudopalmata
145888,Cladostephus spongiosus
144572,Compsothamnion gracillimum
144599,Monosporus pedicellatus
144608,Polysiphonia atlantica
144672,Polysiphonia stricta
145906,Halopteris filicina
145908,Sphaerococcus coronopifolius
144697,Seirospora interrupta
144749,Erythroglossum laciniatum
144799,Chondria dasyphylla
144842,Osmundea hybrida
144847,Osmundea pinnatifida
140081,Hancockia uncinata
144883,Syncoryne reinkei
144908,Acrothrix gracilis
144924,Mesogloia vermiculata
144990,Pseudolithoderma extensum
145001,Ralfsia verrucosa
145033,Cladophora albida
145042,Cladophora dalmatica
145049,Cladophora hutchinsiae
145065,Cladophora sericea
140261,Littorina fabalis
145076,Rhizoclonium tortuosum
145108,Corallina officinalis
146524,Atrina fragilis
146743,Caecum imperforatum
146793,Chaetomorpha mediterranea
146960,Gracilariopsis longissima
145165,Lithothamnion corallioides
147709,Xanthoria parietina
147712,Ramalina
147760,Verrucaria mucosa
147713,Ramalina siliquosa
145226,Dudresnaya verticillata
140266,Melarhaphe neritoides
145267,Kallymenia reniformis
148899,Bacillariophyceae
145310,Desmarestia viridis
150239,Clathrina lacunosa
150268,Clathrina primordialis
145367,Dictyota dichotoma
150637,Eutrigla gurnardus
145410,Ectocarpus siliculosus
145542,Fucus ceranoides
145544,Fucus distichus
145551,Himanthalia elongata
153661,Schizoporelloidea
145594,Gelidium spinosum
145603,Schmitzia hiscockiana
157019,Graneledone verrucosa
145617,Rhodophyllis divaricata
164103,Colaconema daviesii
145660,Phyllophora crispa
169488,Myxilla (Myxilla) rosacea
171358,Craniella zetlandica
293496,Teleostei
145666,Schottera nicaeensis
145735,Saccorhiza polyschides
140685,Patella vulgata
234476,Ulva prolifera
140600,Eledone cirrhosa
140684,Patella ulyssiponensis
145795,Zostera subg. Zostera marina
145808,Chylocladia verticillata
145869,Scytosiphon lomentaria
145892,Sphacelaria cirrosa
145910,Carpomitra costata
146830,Oshurkovia littoralis
146998,Ligia
147723,Caloplaca
147748,Caloplaca thallincola
150256,Haliclona (Haliclona) urceolus
151501,Labrus mixtus
151860,Coryne eximia
154675,Lumpenus lampretaeformis
155163,Demonax brachychona
140834,Polycera faeroensis
181084,Bela powisiana
182769,Armeria maritima
234474,Ulva linza
141454,Sepiola atlantica
330630,Phyllodoce schmardaei
142822,Stylostomum ellipse
143673,Delesseriaceae
236488,Zeugopterus regius
416745,Rhodophyllis divaricata var. werneri
438957,Tephromela atra var. atra
475211,Vertebrata lanosa
399466,Chara aspera
416648,Tritonia hombergii
495082,Zostera noltei
463376,Propontocypris trigonella
494940,Leathesia marina
754208,Idunella mollis
1027775,Vertebrata nigra
1059478,Cribrilina (Juxtacribrilina) annulata
1245747,Desmophyllum pertusum
1424275,Stelligera montagui
668195,Vertebrata thuyoides
833984,Bugulina angustiloba
834020,Bugulina turbinata
994123,Acromegalomma vesiculosum
100803,Actinia equina
1264229,Aplysilla rubra
1311359,Halochlorococcum moorei
1333554,Leptosiphonia fibrata
1356570,Symphyocladiella parasitica
143808,Porphyra
143810,Bonnemaisonia
143825,Aglaothamnion
143874,Heterosiphonia
143893,Nitophyllum
143975,Myriactula
144027,Titanoderma
144126,Cystoseira
100805,Actinia fragacea
144191,Hildenbrandia
144293,Blidingia
144245,Lomentaria
101055,Parazoanthus axinellae
101741,Xenodice
144404,Rhodochorton purpureum
144529,Callithamnion tetragonum
144595,Halurus flosculosus
103459,Lissoclinum
144777,Polyneura bonnemaisonii
103552,Clavelina lepadiformis
144844,Osmundea osmunda
144910,Chordaria flagelliformis
144945,Leptonematella fasciculata
145029,Chaetomorpha melagonium
145064,Cladophora rupestris
145095,Ostreobium queckettii
145228,Dumontia contorta
145278,Peyssonnelia dubyi
145297,Cutleria multifida
103570,Didemnum maculosum
145311,Asperococcus bullosus
103579,Diplosoma listerianum
145498,Porphyropsis coccinea
103670,Aplidium turbinatum
145546,Fucus serratus
145547,Fucus spiralis
145548,Fucus vesiculosus
145599,Pterocladiella capillacea
145613,Calliblepharis ciliata
145615,Cystoclonium purpureum
145712,Hildenbrandia rubra
145765,Nemalion elminthoides
145830,Lomentaria orcadensis
145847,Cordylecladia erecta
145915,Sporochnus pedunculatus
146999,Ligia oceanica
107044,Pandalus
147470,Spongomorpha arcta
147701,Verrucaria
107239,Pagurus prideaux
147720,Lichina pygmaea
147721,Lichina confinis
147735,Ochrolechia parella
150225,Amphilectus fucorum
107346,Macropodia tenuirostris
153674,Ascophora
154938,Maldaninae
165801,Halichondria (Halichondria) bowerbanki
166605,Haliclona (Reniera) cinerea
168544,Mycale (Aegogropila) rotalis
231751,Halecium halecinum
246038,Doridoidei
248051,Nudisyllis pulligera
373745,Colaconema savianum
373772,Euthora cristata
480247,Beggiatoa
497297,Chaetopteris plumosa
886183,Calvadosia campanulata
1311357,Metacallophyllis laciniata
1340378,Carradoriella elongata
1346682,Carradoriella elongella
110345,Echiurida
110354,Maxmuelleria
110674,Meganyctiphanes
110724,Cyclostomatida
110872,Buskea
111265,Buskea dichotoma
111601,Alcyonidium hirsutum
111690,Crisia aculeata
111760,Tubulipora liliacea
123081,Crinoidea
117874,Amphisbetia operculata
117876,Diphasia alata
122536,Lineus ruber
123349,Antedon
125469,Gadidae
124160,Solaster endeca
124210,Antedon petasus
124501,Holothuria (Panningothuria) forskali
124535,Parastichopus tremulus
124951,Asteronyx loveni
125332,Alcyonium coralloides
125519,Blenniidae
125930,Callionymus
126441,Pollachius virens
126484,Merluccius merluccius
126768,Lipophrys pholis
126898,Gobiusculus flavescens
128495,Pennatula
129179,Sosane
129951,Chaetozone caputesocis
130176,Microphthalmus similis
130292,Euclymene lindrothi
130336,Myzostoma cirriferum
131205,Jugaria granulata
131414,Syllis amica
131807,Halichondria
131907,Mycale
132473,Axinella dissimilis
132648,Hymeniacidon fallax
133150,Raspailia (Raspailia) ramosa
133543,Hemimycale columella
134204,Polymastia mamillaris
134647,Callipallene spectrum
134672,Endeis charybdaea
135306,Aurelia aurita
135322,Haliclystus auricula
136135,Rissoides desmaresti
137721,Calyptraea
138123,Limapontia
138439,Alvania
138582,Trivia
138789,Arca tetragona
139643,Doto hystrix
140186,Iothia fulva
140503,Nassarius incrassatus
140838,Polycera quadrilineata
141229,Alvania pseudosyngenes
143846,Halurus
141790,Gibbula magus
142060,Euryleptidae
143723,Fucaceae
143914,Laurencia
143973,Leathesia
143996,Cladophora
144062,Asperococcus
144130,Pelvetia
144221,Rhodothamniella
144457,Bryopsis plumosa
144489,Aglaothamnion bipinnatum
144573,Compsothamnion thuioides
144582,Griffithsia corallinoides
144600,Pleonosporium borreri
144689,Ptilothamnion pluma
144705,Sphondylothamnion multifidum
144839,Odonthalia dentata
145009,Stilophora tenella
145075,Rhizoclonium riparium
145157,Lithophyllum orbiculatum
145200,Phymatolithon laevigatum
145202,Phymatolithon lenormandii
145216,Titanoderma pustulatum
145541,Ascophyllum nodosum
147715,Lecanora
145309,Desmarestia ligulata
145459,Spongonema tomentosum
145625,Chondrus crispus
145550,Pelvetia canaliculata
145650,Mastocarpus stellatus
145668,Polyides rotunda
145700,Gracilaria gracilis
145716,Alaria esculenta
145725,Laminaria hyperborea
145777,Rhodothamniella floridula
145800,Prasiola stipitata
145850,Rhodymenia ardissonei
145984,Ulva lactuca
145893,Sphacelaria fusca
147322,Cerebratulus lacteus
147708,Xanthoria
147724,Caloplaca marina
147742,Anaptychia runcinata
147758,Verrucaria maura
150237,Suberites pagurorum
150457,Onchidoris bilamellata
156257,Nebalia borealis
169466,Myxilla (Myxilla) incrustans
176788,Lysianassoidea
234462,Ulva compressa
234471,Ulva intestinalis
235165,Novocrania
235864,Haliclona (Rhizoniera) viscosa
250081,Botrylloides leachii
273571,Symphodus melops
295874,Acrosorium ciliolatum
334841,Spirorbis (Spirorbis) rupestris
334842,Spirorbis (Spirorbis) spirorbis
393741,Mimachlamys varia nivea
416210,Potamogeton
500421,Wildemania miniata
530937,Parasabella torulis
555677,Dercitus (Dercitus) bucklandi
637672,Vertebrata fucoides
637756,Vertebrata furcellata
738997,Cradoscrupocellaria reptans
851589,Amathia gracilis
884193,Janua heterostropha
1047602,Edmundsella pedata
1311358,Gaillona seposita
1311360,Lychaete pellucida
1311368,Gaillona hookeri
148,Muricidae
101764,Metopa
102076,Colomastix pusilla
103145,Parametopa kervillei
107341,Macropodia linaresi
107504,Eualus gaimardii
107513,Hippolyte leptocerus
110464,Cumopsis fagei
111195,Callopora discreta
111569,Smittoidea marmorea
111594,Alcyonidium albidum
111761,Tubulipora lobifera
111764,Tubulipora phalangea
117365,Campanularia volubilis
117393,Orthopyxis integra
117877,Diphasia attenuata
117903,Sertularella mediterranea
118759,Munna minuta
120026,Hemimysis lamornae
123093,Comatulida
126457,Gaidropsarus mediterraneus
129281,Marphysa
129520,Sabellaria
130172,Microphthalmus listensis
130584,Paradoneis ilvana
130630,Eulalia microoculata
130781,Harmothoe spinifera
130837,Protodriloides chaetifer
131145,Polydora hermaphroditica
131544,Thelepus setosus
134576,Sericosura
134798,Peltogaster paguri
134805,Sacculina carcini
139163,Graphis albida
140167,Lacuna crassior
140191,Tegulaherpia myodoryata
140405,Ocenebra erinaceus
146738,Brania pusilla
154923,Amphicorina
195991,Salvatoria swedmarki
233983,Myzostomida
488719,Desmeplagioecia amphorae
547398,Aglaophamus pulcher
723696,Miyakella
747456,Spirorbis (Spirorbis) cuneatus
862791,Schizomavella (Schizomavella) hastata
1062549,Adyte hyalina
1258721,Amblyosyllis spectabilis
1296689,Pseudotanais jonesi
110393,Cumopsis
152358,Pomatoceros lamarcki
155091,Polynoinae
154918,Fabriciidae
326067,Uncispio
111659,Amathia lendigera
129557,Sclerocheilus
918,Chaetopteridae
101851,Caprella septentrionalis
111369,Hincksina flustroides
111520,Escharina vulgaris
117901,Sertularella gaudichaudi
129555,Scalibregma
131431,Syllis garciai
138714,Aeolidiella sanguinea
139718,Epitonium clathratulum
492034,Rullierinereis ancornunezi
598841,Streptodonta exsulis
862804,Schizomavella (Schizomavella) sarniensis
11723,Sepiidae
11734,Loliginidae
11782,Octopodidae
105815,Scyliorhinus stellaris
105883,Raja clavata
105885,Raja microocellata
105887,Raja montagui
105923,Squalus acanthias
106669,Dendrobranchiata
106769,Xanthidae
106791,Processidae
106976,Pinnotheres
107330,Inachus leptochirus
107643,Dichelopandalus bonnieri
107677,Pasiphaea sivado
123291,Ceramaster
125508,Argentinidae
126160,Liparis
126285,Conger conger
126554,Lophius budegassa
126761,Blennius ocellaris
126793,Callionymus maculatus
126872,Buenia jeffreysii
126975,Dicentrarchus labrax
127066,Spondyliosoma cantharus
127071,Chirolophis ascanii
127124,Arnoglossus imperialis
127136,Glyptocephalus cynoglossus
127140,Microstomus kitt
127146,Lepidorhombus whiffiagonis
127147,Phrynorhombus norvegicus
127149,Scophthalmus maximus
127259,Chelidonichthys cuculus
127262,Chelidonichthys lucerna
127427,Zeus faber
140270,Loligo forbesii
140271,Loligo vulgaris
140625,Todaropsis eblanae
141443,Sepia elegans
141444,Sepia officinalis
141449,Rossia macrosoma
150630,Echiichthys vipera
153131,Alloteuthis subulata
731943,Holothuriidae
196160,Thalassinidae
271509,Bathyraja brachyurops
274304,Microchirus variegatus
101362,Acanthonotozomatidae
101582,Liljeborgia
103132,Metopa pusilla
103179,Austrosyrrhoe fimbriatus
102342,Iphimedia eblanae
101586,Acidostoma
110363,Bonellia viridis
106838,Porcellana
108336,Processa edulis crassipes
129920,Phyllochaetopterus socialis
118250,Desmosomatidae
125284,Alcyonium
130223,Abyssoninoe scopa
129310,Hesiospina
129198,Apistobranchus
129546,Pseudofabricia
129628,Bushiella
129616,Microspio
129290,Diplocirrus
129634,Neodexiospira
129700,Loimia
129601,Sphaerodoropsis
152248,Psamathe
155362,Macrochaeta bansei
130991,Filogranula calyculata
130992,Filogranula gracilis
131292,Eusyllis lamelligera
131334,Palposyllis prosostoma
130859,Psammodrilus balanoglossoides
131018,Josephella marenzelleri
134691,Nymphon hirtum
139640,Doto fragilis
140292,Macellomenia palifera
141543,Solecurtus scopula
146474,Acholoe squamosa
238196,Myrianida inermis
152370,Trophonopsis muricata
238180,Epigamia alexandri
367570,Propebela rufa
852864,Parexogone longicirris
605957,Parthenina indistincta
210060,Janua pagenstecheri
140227,Limacina retroversa
140588,Nucula hanleyi
140736,Pharus legumen
152336,Scolelepis (Parascolelepis)
100987,Cereus pedunculatus
101053,Isozoanthus sulcatus
103609,Distaplia rosea
103643,Aplidium elegans
103647,Aplidium glabrum
111365,Chartella papyracea
117283,Aglaophenia pluma
125909,Ammodytes
834002,Bugulina flabellata
126892,Gobius niger
132181,Grantia compressa
123990,Asterina phylactica
126893,Gobius paganellus
138361,Berthella
138711,Aeolidiella glauca
132575,Ciocalypta penicillus
144199,Laminaria
144583,Griffithsia devoniensis
141735,Tritonia lineata
144756,Hypoglossum hypoglossoides
144061,Desmarestia
134311,Tethya aurantium
144562,Ceramium secundatum
145769,Naccaria wiggii
145853,Rhodymenia holmesii
143853,Polysiphonia
144745,Drachiella heterocarpa
144795,Chondria capillaris
144007,Corallina
162687,Antiopella cristata
167605,Clathria (Microciona)
144555,Ceramium pallidum
144564,Ceramium siliquosum
494791,Sargassum muticum
145360,Dictyopteris polypodioides
145393,Taonia atomaria
145693,Gracilaria bursa-pastoris
103438,Clavelinidae
145852,Rhodymenia delicatula
146345,Halurus equisetifolius
167617,Clathria (Microciona) atrasanguinea
170654,Polymastia penicillus
178915,Ceramium virgatum
140627,Acanthodoris pilosa
143834,Ceramium
144521,Antithamnionella spirographidis
144720,Dasya ocellata
851584,Amathia citrina
1300,Arachnida
9904,Dorididae
101411,Talitridae
102264,Echinogammarus incertae sedis planicrurus
106386,Pleurobrachia pileus
107199,Diogenes pugilator
107400,Portumnus latipes
107441,Xantho pilipes
110873,Cellepora
117469,Coryne muscoides
118128,Petrobius maritimus
118401,Eurydice
118958,Lekanesphaera rugicauda
119898,Praunus
122583,Valencinia longirostris
125589,Cottidae
125743,Gaidropsarus
125988,Gobius
126448,Ciliata mustela
130522,Orbinia latreillii
131822,Halisarca
132200,Leuconia johnstoni
133568,Hymedesmia (Hymedesmia) digitata
133974,Stelletta grubii
135304,Chrysaora hysoscella
138341,Barnea
140172,Lamellaria latens
140481,Mytilus galloprovincialis
140770,Pholas dactylus
143812,Bryopsis
143856,Pterothamnion
143890,Hypoglossum
143921,Osmundea
143957,Eudesme
143995,Chaetomorpha
144016,Lithophyllum
144079,Punctaria
144156,Haemescharia
144233,Zostera
144234,Prasiola
144257,Petalonia
144303,Vaucheria
144420,Urospora penicilliformis
144431,Porphyra linearis
144434,Porphyra purpurea
144530,Callithamnion tetricum
144537,Ceramium ciliatum
144545,Ceramium deslongchampsii
144791,Bostrychia scorpioides
145027,Chaetomorpha linum
145086,Codium fragile
145130,Jania rubens
145152,Lithophyllum incrustans
145232,Gloiosiphonia capillaris
145503,Bifurcaria bifurcata
145507,Cystoseira baccata
145526,Cystoseira nodicaulis
145536,Cystoseira tamariscifolia
145580,Gelidium crinale
145614,Calliblepharis jubata
145655,Erythrodermis traillii
145656,Gymnogongrus crenulatus
145657,Gymnogongrus griffithsiae
145810,Gastroclonium ovatum
145856,Colpomenia peregrina
145925,Ulothrix flacca
148714,Morchellium argus
151374,Patella depressa
836033,Magallana gigas
182742,Halopteris scoparia
234031,Ruppia maritima
236548,Deshayesorchestia deshayesii
334839,Spirorbis (Spirorbis) corallinae
334843,Spirorbis (Spirorbis) tridentatus
444382,Lophozozymus incisus
535477,Perforatus perforatus
689176,Phorcus lineatus
851593,Amathia imbricata
111,Fissurellidae
172,Aplysiidae
191,Facelinidae
192,Aeolidiidae
217,Venerida
226,Galeommatidae
845,Laminariales
860,Ceramiales
882,Annelida
890,Capitellida
1069,Branchiopoda
1365,Alcyonacea
1608,Haleciidae
1614,Sertulariidae
10193,Elasmobranchii
10216,Rajiformes
11707,Cephalopoda
14355,Stomatopoda
14629,Galeommatoidea
14634,Mactroidea
22610,Oenonidae
23091,Pharidae
100773,Actinothoe
100859,Aiptasia mutabilis
101366,Ampithoidae
101572,Microjassa
101960,Amphilochoides boecki
102013,Aora spinicornis
102018,Autonoe denticarpus
102168,Apherusa jurinei
102253,Gammarellus homari
102276,Gammarus duebeni
102437,Jassa pusilla
102443,Protomedeia fasciata
102811,Gammarella fucicola
102860,Melphidippella macra
103110,Hardametopa nasuta
103449,Pyuridae
103461,Trididemnum
103495,Corella
103504,Perophora
103528,Botrylloides
103529,Botryllus
103531,Dendrodoa
103533,Distomus
103557,Pycnoclavella aurilucens
103593,Polysyncraton lacazei
105782,Squalus
103921,Stolonica socialis
104063,Argyrotheca cistellula
104464,Calanus finmarchicus
104474,Candacia armata
104496,Centropages hamatus
104878,Temora longicornis
105440,Parasagitta elegans
105766,Raja
105820,Galeorhinus galeus
106803,Upogebiidae
106880,Thia
107258,Dromia personata
107313,Achaeus cranchii
107353,Pisa armata
107358,Pisa tetraodon
107469,Nepinnotheres pinnotheres
107561,Philocheras sculptus
107615,Palaemon longirostris
107683,Processa edulis
110466,Cumopsis longipes
110543,Campylaspis glabra
110736,Celleporidae
110825,Hippoporina
110849,Amphiblestrum
110880,Turbicellepora
110942,Microporella
