AphiaID,scientificnameaccepted
125110,Ophiactis balli
125131,Ophiothrix fragilis
125333,Alcyonium digitatum
126458,Gaidropsarus vulgaris
126996,Pholis gunnellus
128517,Pennatula phosphorea
128506,Funiculina quadrangularis
128539,Virgularia mirabilis
129141,Macrochaeta
129156,Amphicteis
129220,Notomastus
129243,Cirratulus
129245,Cirriformia
129251,Cossura
129261,Dorvillea
129266,Ophryotrocha
129272,Protodorvillea
129274,Schistomeringos
129289,Brada
129313,Microphthalmus
129319,Podarkeopsis
129331,Abyssoninoe
129340,Scoletoma
129344,Clymenella
129347,Euclymene
129352,Maldane
129357,Nicomache
129360,Praxillella
129366,Aglaophamus
129378,Neanthes
129418,Leitoscoloplos
129420,Orbinia
129430,Aricidea
129431,Cirrophorus
129433,Paradoneis
129434,Paraonides
129437,Pectinaria
129445,Eulalia
129451,Nereiphylla
129453,Paranaitis
129460,Sige
129462,Ancistrosyllis
129472,Polygordius
129496,Lepidonotus
129528,Euchone
129533,Jasmineira
129549,Sabella
129553,Polyphysia
129566,Hydroides
129580,Serpula
129582,Spirobranchus
129598,Ephesiella
129602,Sphaerodorum
129604,Spinther
129613,Laonice
129620,Prionospio
129623,Scolelepis
129642,Spirorbis
129654,Exogone
129660,Odontosyllis
129669,Pionosyllis
129677,Sphaerosyllis
129678,Streptosyllis
129679,Syllides
129680,Syllis
129681,Trypanosyllis
129686,Amphitrite
129687,Amphitritides
129693,Eupolymnia
129702,Neoamphitrite
129703,Nicolea
129714,Thelepus
129717,Terebellides
129718,Trichobranchus
129737,Panthalis oerstedi
129745,Macrochaeta clavicornis
129746,Macrochaeta helgolandica
129777,Ampharete falcata
129784,Amphicteis gunneri
129782,Ampharete petersenae
129808,Melinna palmata
129804,Melinna cristata
129805,Melinna elisabethae
129792,Eclysippe vanelli
129821,Sosane sulcata
129854,Arabella iricolor
129838,Pareurythoe borealis
129844,Laetmonice filicornis
129845,Laetmonice hystrix
129856,Drilonereis filum
129861,Notocirrus scoticus
129867,Arenicola defodiens
129870,Arenicolides ecaudata
129881,Dasybranchus caducus
129906,Peresiella clymenoides
129924,Spiochaetopterus typicus
129938,Aphelochaeta marioni
129943,Caulleriella alata
129944,Caulleriella bioculata
129953,Chaetozone gibber
129957,Cirratulus caudatus
129959,Cirratulus cirratus
129986,Cossura soyeri
129964,Cirriformia tentaculata
129984,Cossura longocirrata
129989,Ctenodrilus serratus
130008,Dorvillea rubrovittata
130025,Ophryotrocha hartmanni
130030,Ophryotrocha puerilis siberti
130036,Parougia caeca
130037,Parougia eliasoni
130060,Eunice pennata
130067,Eunice vittata
130130,Glycera tridactyla
130148,Amphiduros fuscescens
130185,Nereimyra punctata
130198,Syllidia armata
130238,Lumbrineris aniara
130254,Ninoe armoricana
130261,Scoletoma fragilis
130277,Chirimia biceps
130278,Clymenella cincta
130281,Clymenura borealis
130291,Euclymene droebachiensis
130305,Maldane sarsi
130309,Microclymene tricirrata
130311,Nicomache lumbricalis
130319,Petaloproctus borealis
130324,Praxillella gracilis
130326,Praxillella praetermissa
130331,Rhodine loveni
130327,Praxillura longissima
130330,Rhodine gracilior
130343,Aglaophamus agilis
130344,Aglaophamus malmgreni
130356,Nephtys ciliata
130380,Micronereis variegata
130387,Neanthes fucata
130404,Nereis pelagica
130407,Nereis zonata
130408,Perinereis cultrifera
130417,Platynereis dumerilii
130467,Nothria conchylega
130464,Hyalinoecia tubicola
130466,Nothria britannica
130503,Ophelina cylindricaudata
130514,Leitoscoloplos mammosus
130540,Myriochele danielsseni
130576,Cirrophorus branchiatus
130601,Pholoe inornata
130604,Pholoe pallida
130610,Chaetoparia nilssoni
130623,Eulalia aurea
130624,Eulalia bilineata
130639,Eulalia viridis
130642,Eumida ockelmanni
130654,Mystides caeca
130656,Nereiphylla lutea
130661,Notophyllum foliosum
130662,Paranaitis kosteriensis
130690,Sige fusigera
130663,Paranaitis wahlbergi
130666,Phyllodoce citrina
130670,Phyllodoce laminosa
130673,Phyllodoce longipes
130683,Pseudomystides limbata
130684,Pseudomystides spinachia
130695,Ancistrosyllis groenlandica
130697,Litocorsa stremma
130700,Pilargis verrucosa
130762,Harmothoe extenuata
130763,Harmothoe fragilis
130764,Harmothoe fraserthomsoni
130769,Harmothoe imbricata
130777,Harmothoe pagenstecheri
130833,Subadyte pellucida
130866,Sabellaria alveolata
130867,Sabellaria spinulosa
130875,Bispira volutacornis
130878,Branchiomma bombyx
130890,Chone filicaudata
130906,Euchone papillosa
130909,Euchone rubrocincta
130910,Euchone southerni
130913,Fabricia stellaris
130920,Jasmineira caudata
130921,Jasmineira elegans
130932,Myxicola infundibulum
130948,Perkinsiana rubra
130963,Pseudopotamilla reniformis
130967,Sabella pavonina
130974,Asclerocheilus intermedius
130979,Scalibregma celticum
130984,Apomatus similis
131009,Hydroides norvegica
131051,Serpula vermicularis
131066,Fimbriosthenelais zetlandica
131080,Commensodorum commensalis
131081,Ephesiella abyssorum
131087,Sphaerodoridium fauchaldi
131098,Sphaerodoropsis philippi
131106,Aonides oxycephala
131115,Dipolydora armata
131117,Dipolydora coeca
131118,Dipolydora flava
131128,Laonice cirrata
131129,Laonice sarsi
131138,Microspio mecznikowianus
131155,Prionospio dubia
131156,Prionospio ehlersi
131180,Spio armata
131201,Circeis spirillum
131288,Eurysyllis tuberculata
131289,Eusyllis assimilis
131290,Eusyllis blomstrandi
131327,Odontosyllis fulgurans
131328,Odontosyllis gibba
131365,Proceraea picta
131379,Sphaerosyllis bulbosa
131394,Sphaerosyllis taylori
131405,Syllides benedicti
131410,Syllides japonicus
131415,Syllis armillaris
131435,Syllis gracilis
131452,Syllis prolifera
131471,Amaeana trilobata
131467,Trypanosyllis zebra
131474,Amphitrite cirrata
131480,Amphitritides gracilis
131489,Eupolymnia nebulosa
131490,Eupolymnia nesidensis
131494,Lanassa venusta
131502,Neoamphitrite affinis
131504,Neoamphitrite figulus
131507,Nicolea venustula
131511,Paramphitrite tetrabranchia
131513,Phisidia aurea
131516,Pista cristata
131519,Pista mediterranea
131525,Polycirrus aurantiacus
131534,Polycirrus plumosus
131573,Terebellides stroemii
131538,Streblosoma bairdi
131540,Streblosoma intestinale
131543,Thelepus cincinnatus
131574,Trichobranchus glacialis
131575,Trichobranchus roseus
131723,Sycon
132026,Cliona
134591,Nymphon
134643,Callipallene brevirostris
134645,Callipallene phantoma
134674,Endeis spinosa
134687,Nymphon gracile
135144,Caryophyllia (Caryophyllia) smithii
138068,Hiatella
136023,Thysanocardia
136024,Onchnesoma
136185,Apseudes
136229,Leptognathia
136285,Apseudes talpa
136340,Akanthophoreus gracilis
136344,Araphura brevimanus
136431,Leptognathia breviremis
136457,Pseudoparatanais batei
136458,Tanaopsis graciloides
136546,Tanais dulongii
137349,Grania
137362,Limnodriloides
137393,Tubificoides
137413,Grania maricola
137485,Paranais litoralis
137570,Tubificoides amplivasatus
137582,Tubificoides pseudogaster
137584,Tubificoides swirencoides
137590,Saccoglossus
137650,Anomia
137592,Balanoglossus
137630,Aeolidia
137654,Aplysia
137675,Arctica
137701,Buccinum
137704,Colus
137739,Parvicardium
137764,Cerithiopsis
137820,Mangelia
137916,Doto
137829,Raphitoma
137894,Diaphana
137954,Eubranchus
137978,Melanella
137997,Facelina
138120,Lepton
138125,Lima
138127,Limatula
138135,Littorina
138142,Tectura
138225,Musculus
138228,Mytilus
138235,Nassarius
138239,Euspira
138285,Adalaria
138288,Onchidoris
138310,Pandora
138315,Chlamys
138388,Gari
138401,Chrysallida
138404,Eulimella
138413,Odostomia
138421,Turbonilla
138451,Onoba
138456,Rissoa
138529,Arcopagia
138543,Cuthona
138580,Tritonia
138584,Calliostoma
138645,Tapes
138675,Acanthochitona crinita
138734,Akera bullata
138748,Anomia ephippium
138751,Pododesmus patelliformis
138824,Astarte sulcata
138804,Armina loveni
138821,Astarte elliptica
138952,Caecum glabrum
138984,Capulus ungaricus
138990,Acanthocardia aculeata
139004,Laevicardium crassum
139008,Parvicardium exiguum
139012,Parvicardium scabrum
139054,Bittium reticulatum
139112,Falcidens crossotus
139217,Bela nebula
139134,Cadlina laevis
139229,Comarmondia gracilis
139265,Mangelia attenuata
139272,Mangelia costata
139442,Cuspidaria cuspidata
139453,Cuspidaria rostrata
139470,Tropidomya abbreviata
139523,Dendronotus frondosus
139557,Diaphana minuta
139610,Nematomenia banyulensis
139655,Doto tuberculata
139800,Eulima bilineata
139840,Melanella frielei
139859,Melanella polita
139908,Facelina bostoniensis
139957,Emarginula crassa
139959,Emarginula fissura
140033,Goniodoris nodosa
140082,Hanleya hanleyi
140105,Panomya norvegica
140128,Ceratia proxima
140161,Kellia suborbicularis
140169,Lacuna parva
140170,Lacuna vincta
140199,Leptochiton asellus
140201,Leptochiton cancellatus
140229,Limapontia capitata
140235,Limaria hians
140237,Limatula gwyni
140242,Limatula subauriculata
140250,Scutopus ventrolineatus
140263,Littorina obtusata
140287,Myrtea spinifera
140291,Lyonsia norwegica
140365,Devonia perrieri
140432,Sphenia binghami
140440,Crenella decussata
140461,Modiolula phaseolina
140464,Modiolus barbatus
140467,Modiolus modiolus
140471,Musculus costulatus
140472,Musculus discors
140560,Neomenia carinata
140577,Nuculana minuta
140592,Nucula sulcata
140674,Pandora inaequivalvis
140629,Adalaria proxima
140675,Pandora pinna
140687,Aequipecten opercularis
140709,Palliolum striatum
140710,Palliolum tigerinum
140712,Pecten maximus
140744,Philine aperta
140747,Philine catena
140820,Pleurobranchus membranaceus
140868,Gari costulata
140873,Gari tellinella
140942,Eulimella acicula
140953,Eulimella scillae
140976,Odostomia acuta
141010,Odostomia plicata
141025,Odostomia unidentata
141033,Ondina divisa
141072,Turbonilla lactea
141139,Volvulella acuminata
141143,Rhopalomenia aglaopheniae
141251,Alvania testae
141308,Onoba aculeus
141320,Onoba semicostata
141358,Rissoa lilacina
141359,Rissoa membranacea
141365,Rissoa parva
141439,Abra tenuis
141541,Azorinus chamasolen
141577,Arcopagia crassa
141644,Thracia convexa
141647,Thracia distorta
141650,Thracia pubescens
141700,Tricolia pullus
141741,Trivia arctica
141744,Trivia monacha
141767,Calliostoma zizyphinum
141799,Gibbula tumida
141811,Jujubinus montagui
141821,Margarites helicinus
141905,Velutina velutina
141916,Gouldia minima
141934,Venus casina
141936,Venus verrucosa
141976,Xylophaga dorsalis
141997,Yoldiella frigida
142005,Yoldiella philippiana
142062,Leptoplanidae
146532,Aurospio banyulensis
146768,Caprella mutica
146895,Aora typica
147006,Malmgrenia
146978,Heteroclymene robusta
147007,Malmgrenia mcintoshi
147008,Malmgrenia andreapolis
147021,Moerella donacina
147026,Mysta picta
147031,Nebalia
147032,Nebalia bipes
147068,Ougia
147144,Sarsinebalia typhlops
147154,Similipecten similis
147459,Patella pellucida
149668,Mysida
148560,Socarnes erythrophthalmus
148683,Diastylis rathkei typica
150325,Acaridae
150531,Antalis
151718,Podocoryna carnea
151929,Trophonopsis barvicensis
152231,Autolytinae
152232,Euclymeninae
152249,Psamathe fusca
152252,Ampharetinae
152272,Ampharete grubei
153024,Anomioidea
152547,Oestergrenia digitata
152905,Mendicula ferruginosa
153552,Tectura virginea
153952,Limaria loscombi
154127,Schistomeringos rudolphi
154972,Pista lornensis
155046,Antinoe finmarchica
155127,Sphaerodoridium minutum
156083,Eualus cranchii
156259,Nebalia herbstii
156376,Retusa umbilicata
157583,Syllis cornuta
157545,Proclea graffii
157561,Scolelepis (Parascolelepis) tridentata
157570,Sphaerodoridium claparedii
175026,Golfingia (Golfingia) elongata
175027,Golfingia (Golfingia) margaritacea
176043,Naidinae
177726,Siphonenteron bilineatum
181343,Parvicardium pinnulatum
181228,Doris pseudoargus
181364,Venerupis corrugata
181501,Ougia subaequalis
181510,Therochaeta flabellata
181511,Thelepodinae
181512,Polycirrinae
195953,Erinaceusyllis erinaceus
195980,Prosphaerosyllis tetralix
196380,Antalis vulgaris
196385,Polycirrus norvegicus
209899,Euclymene lombricoides
221095,Leiochone johnstoni
231749,Ruditapes decussatus
246140,Tritia
234208,Testudinalia testudinalis
264171,Jaera (Jaera) albifrons
236458,Diplecogaster bimaculata bimaculata
236539,Deflexilodes gibbosus
236541,Deflexilodes subnudus
236678,Pettibonesia furcosetosa
236715,Talochlamys pusio
236719,Mimachlamys varia
237004,Crassicorophium bonellii
238068,Tragula fenestrata
238200,Myrianida prolifera
247599,Paratyphlotanais microcheles
247773,Stenosemus albus
254745,Laonome kroyeri
264175,Jaera (Jaera) forsmani
295579,Astacilla dilatata
322588,Terebellinae
325958,Parasabella
329801,Nicomache (Loxochona) trispinata
330759,Pista elongata
332710,Claviramus candelus
332927,Ampharete borealis
332932,Ampharete octocirrata
333034,Aricidea (Acmira) catherinae
333182,Cenogenus brevipes
333453,Exogone dispar
333456,Exogone verugera
334198,Nereis splendida
333615,Hesiospina aurantiaca
333843,Lipobranchius jeffreysii
333952,Malacoceros fuliginosa
334417,Pectinaria belgica
334518,Phylo nudus
334811,Sosane wahrbergi
335151,Trypanosyllis (Trypanosyllis) coeliaca
335294,Astacilla damnoniensis
335309,Eulalia (Eumida)
341077,Chirimia biceps biceps
340203,Oxydromus pallidus
381057,Acanthocardia tuberculata
386411,Boreochiton ruber
397383,Crassicorophium crassicorne
410724,Golfingia (Golfingia) vulgaris vulgaris
410742,Onchnesoma steenstrupii steenstrupii
410749,Phascolion (Phascolion) strombus strombus
534781,Othomaera othonis
414889,Solanaceae
416615,Alvania beanii
506128,Musculus subpictus
531364,Animoceradocus semiserratus
532031,Gracilechinus acutus
532035,Gracilechinus elegans
547074,Kroyera carinata
549079,Parametaphoxus tulearensis
560033,Spirobranchus lamarcki
574582,Philine quadripartita
596997,Scolelepis (Parascolelepis) gilchristi
742170,Leodice harassii
742177,Leodice torquata
742232,Lysidice unicornis
761617,Synmerosyllis lamelligera
836211,Pyrgiscus crenatus
847930,Sorgenfreispira brachystoma
848014,Panningia hyndmani
862786,Schizomavella (Schizomavella) auriculata
876825,Tritia incrassata
876854,Tritia pygmaea
884676,Kirkegaardia
884702,Kirkegaardia dorsobranchialis
955716,Sphaeroma
1039839,Steromphala cineraria
1039850,Steromphala umbilicalis
1053398,Epimeria (Epimeria) cornigera
1262334,Pleonexes helleri
1297885,Paucibranchia bellii
1302153,Apolochus spencebatei
1389226,Cyrillia linearis
1417307,Papillicardium minimum
5,Protozoa
145,Naticidae
215,Ostreidae
247,Myidae
256,Thraciidae
443,Trochidae
925,Scalibregmatidae
952,Glyceridae
953,Goniadidae
956,Nephtyidae
967,Lumbrineridae
971,Dorvilleidae
1091,Podocopida
1107,Thoracica
1340,Hexacorallia
1594,Bougainvilliidae
1603,Tubulariidae
1613,Plumulariidae
1750,Diaphanidae
2032,Golfingiidae
2104,Myodocopida
5953,Sagittidae
15009,Pilargidae
100688,Epizoanthidae
101025,Epizoanthus couchii
101364,Ampeliscidae
101376,Corophiidae
101405,Podoceridae
101412,Urothoidae
101493,Siphonoecetes
101560,Megamphopus
101883,Ampelisca aequicornis
101926,Ampelisca spinifer
102057,Unciola crenatipalma
102111,Siphonoecetes (Centraloecetes) kroyeranus
102141,Tritaeta gibbosa
102299,Gammarus zaddachi
102348,Iphimedia perplexa
102975,Harpinia serrata
102984,Metaphoxus simplex
102986,Paraphoxus oculatus
103008,Parapleustes bicuspis
103044,Dyopedos porrectus
103169,Stenothoe monoculoides
103439,Didemnidae
103450,Styelidae
103791,Molgula occulta
103852,Pyura squamulosa
103902,Polycarpa fibrosa
103909,Polycarpa pomaria
103929,Styela clava
103930,Styela coriacea
104902,Branchiostoma
106488,Ascidicola rosea
106777,Hippolytidae
106800,Callianassidae
106835,Munida
106986,Eualus
107148,Galathea dispersa
107230,Pagurus alatus
107254,Nephrops norvegicus
107299,Ebalia nux
107333,Inachus phalangium
107338,Macropodia deflexa
107347,Maja brachydactyla
107507,Eualus pusiolus
107689,Processa nouveli
110378,Bodotriidae
110380,Diastylidae
110567,Cumella (Cumella) pygmaea
110711,Thysanoessa raschii
110723,Ctenostomatida
110806,Crisiidae
110819,Aetea
110829,Schizomavella
110839,Bugula
110851,Callopora
110920,Haplopoma
110940,Diporula
111011,Nolella
111022,Amathia
111032,Crisia
111061,Reptadeonella violacea
111079,Hippoporina pertusa
111120,Palmiskenea skenei
111125,Porella concinna
111147,Bicellariella ciliata
111186,Amphiblestrum auritum
111187,Amphiblestrum flemingii
111196,Callopora dumerilii
111202,Cauloramphus spiniferum
111210,Crassimarginatella solidula
111249,Scrupocellaria scrupea
111281,Omalosecosa ramulosa
111285,Turbicellepora avicularis
111304,Chorizopora brongniartii
111310,Collarina balzaci
111354,Electra monostachys
111361,Eucratea loricata
111374,Securiflustra securifrons
111380,Haplopoma impressum
111399,Hippothoa divaricata
111400,Hippothoa flagellum
111464,Rhynchozoon bispinosum
111473,Schizotheca fissa
111488,Escharella labiosa
111498,Escharoides coccinea
111509,Neolagenipora collaris
111518,Escharina johnstoni
111528,Schizoporella hesperia
111539,Scruparia ambigua
111540,Scruparia chelata
111547,Parasmittina trispinosa
111573,Smittoidea reticulata
111579,Phylactella labrosa
111604,Alcyonidium parasiticum
111616,Pseudalcyonidium bobinae
111652,Farrella repens
111669,Vesicularia spinosa
111676,Walkeria uva
111683,Entalophoroecia deflexa
111688,Bicrisia abyssicola
111695,Crisia denticulata
111706,Crisidia cornuta
111719,Plagioecia patina
111721,Plagioecia sarniensis
111745,Oncousoecia dilatans
111796,Pedicellina
111844,Loxosomella varians
111958,Astrorhizidae
115427,Alteutha
116999,Aglaophenia
117034,Obelia
117067,Coryne
117093,Eudendrium
117103,Halecium
117233,Sertularella
117234,Sertularia
117260,Acaulis primarius
117399,Rhizocaulus verticillatus
117402,Calycella syringa
117702,Lafoea dumosa
117804,Phialella quadrata
117824,Plumularia setacea
117880,Diphasia margareta
117888,Dynamena pumila
117907,Sertularella rugosa
117909,Sertularella tenella
117930,Tamarisca tamarisca
117932,Thuiaria articulata
118085,Coleoptera
118088,Diptera
118093,Staphylinidae
118445,Astacilla
118801,Pleurogonium rubicundum
118802,Pleurogonium spinosissimum
118855,Eurydice truncata
118973,Sphaeroma serratum
119822,Mysidae
119859,Gastrosaccus
119863,Heteromysis
120136,Neomysis integer
122358,Lineus
123177,Spatangidae
123207,Ophiactidae
123985,Anseropoda placenta
124154,Crossaster papposus
124685,Neopentadactyla mixta
124934,Ophiura sarsii
125340,Sarcodictyon roseum
125516,Ammodytidae
125911,Hyperoplus
127524,Philomedes
128371,Carinocythereis carinata
128548,Phoronis hippocrepia
129168,Melinna
129200,Drilonereis
129206,Arenicola
129213,Dasybranchus
129226,Pseudoleiocapitella
129232,Phyllochaetopterus
129301,Goniadella
129350,Lumbriclymene
129358,Notoproctus
129483,Bylgides
129534,Laonome
129537,Myxicola
129594,Sigalion
129605,Aonides
129608,Aurospio
129671,Proceraea
129672,Procerastea
129708,Pista
129712,Streblosoma
129773,Amage scotica
129802,Melinna albicincta
129819,Samytha sexcirrata
129850,Apistobranchus tenuis
129911,Pseudonotomastus southerni
129961,Cirratulus incertus
129985,Cossura pygodactylata
130044,Schistomeringos neglecta
130071,Lysidice ninetta
130141,Goniada norvegica
130145,Goniadella gracilis
130240,Lumbrineris cingulata
130263,Scoletoma impatiens
130274,Magelona wilsoni
130297,Isocirrus planiceps
130310,Micromaldane ornithochaeta
130314,Nicomache personata
130426,Websterinereis glauca
130490,Ophelia bicornis
130492,Ophelia celtica
130510,Polyophthalmus pictus
130517,Naineris quadricuspida
130581,Paradoneis eliasoni
130625,Eulalia expusilla
130657,Nereiphylla paretti
130686,Pterocirrus macroceros
130722,Alentia gelatinosa
130737,Enipo elisabethae
130830,Polynoe scolopendrina
130889,Chone fauveli
130926,Manayunkia aestuarina
131020,Metavermilia multicristata
131035,Protula tubularia
131069,Neoleanira tetragona
131089,Sphaerodoropsis baltica
131109,Atherospio disticha
131164,Prionospio steenstrupi
131186,Spio multioculata
131193,Streblospio shrubsolii
131285,Dioplosyllis cirrosa
131325,Odontosyllis ctenostoma
131340,Parapionosyllis minuta
131399,Streptosyllis bidentata
131411,Syllides longocirratus
131436,Syllis hyalina
131458,Syllis variegata
131512,Parathelepus collaris
131522,Pistella lornensis
131523,Polycirrus arcticus
131673,Polymastiidae
131676,Suberitidae
131715,Leucosolenia
131888,Raspailia
132251,Sycon ciliatum
134581,Callipallene
134632,Paranymphon spinosum
135085,Caryophyllia
135313,Depastrum cyathiforme
135789,Cancerilla tubulata
136022,Nephasoma
136050,Golfingia (Golfingia) vulgaris
136443,Leptognathia paramanca
136496,Mystriocentrus serratus
137351,Lumbricillus
137573,Tubificoides crenacoleus
137576,Tubificoides galiciensis
137578,Tubificoides insularis
138040,Goniodoris
138081,Hydrobia
138089,Lepidochitona
138099,Lacuna
138117,Leptochiton
138387,Pruvotina
138483,Sepiola
138899,Colus gracilis
139490,Scaphander punctostriatus
139650,Doto pinnatifida
140023,Glossus humanus
140025,Glycymeris glycymeris
140099,Hero formosa
140529,Euspira fusca
140536,Euspira pallida
140640,Onchidoris muricata
140658,Ostrea edulis
140708,Palliolum incomparabile
140771,Zirfaea crispata
140830,Limacia clavigera
140958,Eulimella ventricosa
140965,Liostomia clavula
141230,Alvania punctura
141304,Obtusella intersecta
141334,Pusillina inconspicua
141341,Pusillina sarsii
141638,Embletonia pulchra
141641,Tergipes tergipes
141663,Thyasira gouldi
141774,Clelandella miliaris
144188,Gracilaria
144272,Sphacelaria
144296,Ulva
144683,Pterothamnion plumula
144732,Heterosiphonia plumosa
144743,Cryptopleura ramosa
144744,Delesseria sanguinea
145307,Desmarestia aculeata
145540,Halidrys siliquosa
145771,Palmaria palmata
145782,Plocamium cartilagineum
145825,Lomentaria clavellosa
146491,Angulus
146733,Boreotrophon truncatus
146821,Herentia hyndmanni
146949,Galathowenia
147027,Mysta barbata
147109,Polinices
147123,Potamopyrgus antipodarum
147480,Bryophyta
148637,Eurydice spinigera
148703,Haplostylus lobatus
150467,Araneae
151541,Edwardsiella carnea
152234,Aphelochaeta multibranchis
152260,Scoletoma magnidentata
164811,Demospongiae
173457,Oxydromus
175043,Phascolion (Phascolion) strombus
179882,Ampelisca pectenata
221538,Celleporina caliciformis
224401,Megastomia conoidea
225814,Monocorophium acherusicum
234161,Axinulus croulinensis
235385,Novocrania anomala
238192,Myrianida brachycephala
238198,Myrianida langerhansi
238207,Streptodonta pterochaeta
241154,Monodaeus couchii
247605,Tanaissus danica
254316,Nyctiphanes couchii
256204,Munna boeckii
333954,Malacoceros tetracerus
334693,Raphidrilus nemasoma
415940,Rubus
416570,Nannonyx goesii
421139,Amphibalanus improvisus
425928,Araceae
445590,Adamsia palliata
467108,Puellina (Cribrilaria) innominata
467577,Einhornia crustulenta
478746,Typhlotanais aequiremis
491650,Brachystomia eulimoides
510534,Echinidea
530920,Parasabella cambrensis
530934,Parasabella saxicola
532139,Diplocirrus stopbowitzi
559007,Leiochone leiopygos
565558,Parthenina suturalis
593521,Pleurocrypta porcellanaelongicornis
607950,Heteroscleromorpha
631828,Vertebrata byssoides
712167,Austrominius modestus
714762,Ariadnaria borealis
715972,Lemna
743898,Baltidrilus costatus
745861,Notodelphys allmani allmani
833990,Bugulina avicularia
834039,Crisularia plumosa
836217,Pyrgiscus rufescens
862795,Schizomavella (Schizomavella) linearis
862807,Schizomavella (Schizomavella) teresae
868065,Pista maculata
875219,Thyasira polygona
1305584,Paucibranchia kinbergi
162,Pyramidellidae
909,Spioniformia
965,Onuphidae
975,Oweniidae
976,Flabelligeridae
1565,Endeidae
2089,Chaetodermatidae
14635,Solenoidea
101365,Amphilochidae
101561,Microprotopus
101983,Peltocoxa brevirostris
102346,Iphimedia nexa
102483,Liljeborgia kinahani
102620,Menigrates obtusifrons
102742,Tmetonyx similis
102758,Tryphosella horingi
102870,Arrhis phyllonyx
103196,Tiron spiniferus
103441,Polyclinidae
103538,Polycarpa
103543,Styela
103873,Cnemidocarpa mollis
103890,Distomus variolosus
104108,Acartia
106776,Alpheidae
106788,Palaemonidae
107237,Pagurus forbesii
107477,Alpheus glaber
107499,Caridion gordoni
107500,Caridion steveni
107518,Hippolyte varians
110461,Iphinoe tenella
111206,Copidozoum planum
111260,Cellaria sinuosa
111268,Cellepora pumicosa
111327,Puellina directa
111521,Phaeostachys spinifera
111696,Crisia eburnea
111806,Pedicellina cernua
119046,Idotea linearis
122817,Oerstedia dorsalis
123117,Ophiurida
123182,Synaptidae
123222,Leptasterias
124467,Leptosynapta minuta
124694,Thyonidium drummondii
127689,Propontocypris
129153,Amage
129233,Spiochaetopterus
129270,Parougia
129402,Nothria
129413,Ophelia
129425,Scoloplos
129650,Dioplosyllis
130156,Gyptis propinqua
130164,Kefersteinia cirrhata
130235,Lumbrineriopsis paradoxa
130241,Lumbrineris cluthensis
130518,Orbinia armandi
130597,Petta pusilla
130719,Acanthicolepis asperrima
130982,Sclerocheilus minutus
130989,Filograna implexa
131073,Sigalion squamosus
131190,Spiophanes wigleyi
131347,Pionosyllis compacta
131459,Syllis vittata
131501,Lysilla nivea
131570,Octobranchus floriceps
136019,Aspidosiphon
137653,Pododesmus
138012,Emarginula
138054,Haminoea
138633,Chamelea
138673,Yoldiella
138961,Calyptraea chinensis
139488,Scaphander lignarius
140132,Callochiton septemvalvis
140151,Tonicella marmorea
140187,Lepeta caeca
140561,Neomenia dalyelli
140812,Berthella plumula
140864,Eleutheromenia sierra
141031,Ondina diaphana
141753,Calliostoma granulatum
142861,Stylochoplana maculata
143691,Corallinaceae
144773,Phycodrys rubens
145199,Phymatolithon calcareum
152292,Terebellomorpha
164273,Leucandra ananas
195986,Salvatoria clavata
246150,Polititapes aureus
247456,Leptognathiopsis attenuata
510797,Parechinidae
605961,Parthenina decussata
743514,Neogyptis rosea
19494,Hydroidolina
123260,Luidia
123276,Henricia
15308,Corallinales
100706,Urticina
101054,Parazoanthus anguicomus
107253,Homarus gammarus
111124,Porella compressa
117809,Nemertesia antennina
117674,Kirchenpaueria pinnata
117815,Nemertesia ramosa
123224,Marthasterias
123803,Marthasterias glacialis
132480,Axinella infundibuliformis
124287,Echinus esculentus
131906,Esperiopsis
146420,Tunicata
125158,Leptasterias (Leptasterias) muelleri
132072,Suberites
132324,Dysidea fragilis
132511,Phakellia ventilabrum
133147,Raspailia (Clathriodendron) hispida
134121,Cliona celata
134194,Polymastia boletiformis
152515,Stichasteridae
284644,Eudendrium arbuscula
117881,Diphasia nigra
123229,Stichastrella
123813,Stichastrella rosea
125166,Porania (Porania) pulvillus
131950,Hymedesmia
134057,Pachymatisma johnstonia
134175,Stelligera stuposa
145724,Laminaria digitata
234483,Saccharina latissima
252,Pholadidae
1692,Folliculinidae
101447,Haploops
103007,Parapleustes assimilis
103029,Stenopleustes nodifera
106033,Sessilia
107157,Munida intermedia
110368,Maxmuelleria lankesteri
110797,Penetrantiidae
111072,Beania mirabilis
111266,Buskea nitida
111273,Celleporina decipiens
111795,Barentsia
117185,Neoturris
117367,Clytia gracilis
117631,Halopteris catharina
117970,Modeeria rotunda
125125,Ophiopholis aculeata
128550,Phoronis ovalis
129427,Owenia
129548,Pseudopotamilla
129551,Asclerocheilus
130083,Euphrosine foliosa
130958,Pseudofabricia aberrans
131038,Salmacina dysteri
131123,Dipolydora saintjosephi
131422,Syllis columbretensis
140032,Goniodoris castanea
140173,Lamellaria perspicua
140188,Propilidium exiguum
144758,Membranoptera alata
196003,Syllis pontxioi
410717,Aspidosiphon (Aspidosiphon) muelleri muelleri
851788,Lumbrineris futilis
1033104,Chaetozone elakata
966,Eunicidae
107559,Philocheras fasciatus
102432,Jassa herdmani
131002,Hydroides elegans
124653,Pawsonia saxicola
131493,Lanassa nordenskioldi
141002,Odostomia lukisii
332672,Chaetozone vivipara
130760,Harmothoe clavigera
154917,Sabellinae
137885,Dendronotus
