aphiaID,scientificName,n_events
339492,Thoracophelia flabellifera,141
102367,Gammaropsis nitida,140
102470,Leucothoe spinicarpa,140
102720,Scopelocheirus hopei,140
111600,Alcyonidium gelatinosum,140
117906,Sertularella polyzonias,140
129701,Lysilla,140
129788,Amythasides macroglossus,140
833984,Bugulina angustiloba,140
130374,Eunereis elitoralis,139
138748,Anomia ephippium,139
145623,Chondracanthus acicularis,139
851584,Amathia citrina,139
101927,Ampelisca spinimana,138
127896,Eusarsiella zostericola,138
139442,Cuspidaria cuspidata,138
140365,Devonia perrieri,138
144770,Nitophyllum punctatum,138
153952,Limaria loscombi,138
1059649,Centraloecetes striatus,138
110387,Bodotria,137
120206,Schistomysis spiritus,137
129580,Serpula,137
129712,Streblosoma,137
136284,Apseudes spinosus,137
142002,Yoldiella lucida,137
144188,Gracilaria,137
146803,Chironomus salinarius,137
147720,Lichina pygmaea,137
127150,Scophthalmus rhombus,136
129984,Cossura longocirrata,136
139488,Scaphander lignarius,136
175027,Golfingia (Golfingia) margaritacea,136
478746,Typhlotanais aequiremis,136
101470,Leptocheirus,135
107559,Philocheras fasciatus,135
110467,Vaunthompsonia cristata,135
119024,Astacilla longicornis,135
134275,Suberites carnosus,135
141753,Calliostoma granulatum,135
1296,Sipunculidea,134
129804,Melinna cristata,134
140627,Acanthodoris pilosa,134
152233,Eusyllinae,134
219,Thyasiridae,133
123813,Stichastrella rosea,133
136022,Nephasoma,133
141341,Pusillina sarsii,133
103914,Polycarpa scuba,132
137362,Limnodriloides,132
139736,Epitonium trevelyanum,132
140167,Lacuna crassior,132
195953,Erinaceusyllis erinaceus,132
470797,Diplosolen obelium,132
110849,Amphiblestrum,131
131723,Sycon,131
139054,Bittium reticulatum,131
140271,Loligo vulgaris,131
144191,Hildenbrandia,131
145271,Meredithia microphylla,131
181576,Cladotanytarsus,131
101702,Pontocrates,130
103029,Stenopleustes nodifera,130
106789,Pandalidae,130
107190,Porcellana platycheles,130
131530,Polycirrus latidens,130
411047,Thenaria,130
111249,Scrupocellaria scrupea,129
130156,Gyptis propinqua,129
140108,Saxicavella jeffreysi,129
144457,Bryopsis plumosa,129
1258721,Amblyosyllis spectabilis,129
124224,Leptometra celtica,128
1091,Podocopida,127
118849,Eurydice inermis,127
130714,Polygordius lacteus,127
140735,Ensis siliqua,127
147724,Caloplaca marina,127
101002,Sagartiogeton undatus,126
126898,Gobiusculus flavescens,126
126903,Lebetus scorpioides,126
128506,Funiculina quadrangularis,126
152396,Kelliella miliaris,126
126793,Callionymus maculatus,125
130119,Glycera celtica,125
132277,Clathrina coriacea,125
137149,Larus ridibundus,125
235385,Novocrania anomala,125
103585,Lissoclinum perforatum,124
105410,Sagitta,124
130745,Eunoe nodosa,124
131467,Trypanosyllis zebra,124
100913,Protanthea simplex,123
105885,Raja microocellata,123
107240,Pagurus pubescens,123
123349,Antedon,123
127147,Phrynorhombus norvegicus,123
129642,Spirorbis,123
131410,Syllides japonicus,123
147709,Xanthoria parietina,123
124501,Holothuria (Panningothuria) forskali,122
130172,Microphthalmus listensis,122
138432,Retusa,122
140132,Callochiton septemvalvis,122
140250,Scutopus ventrolineatus,122
147109,Polinices,122
181512,Polycirrinae,122
1356570,Symphyocladiella parasitica,122
104,Scaphopoda,121
102346,Iphimedia nexa,121
111631,Anguinella palmata,121
139008,Parvicardium exiguum,121
146905,Epitonium clathrus,121
732248,Ellisolandia elongata,121
734532,Aricidea (Strelzovia) suecica,121
145847,Cordylecladia erecta,120
148703,Haplostylus lobatus,120
1424275,Stelligera montagui,120
102986,Paraphoxus oculatus,119
129514,Protodrilus,119
129660,Odontosyllis,119
130037,Parougia eliasoni,119
131474,Amphitrite cirrata,119
141439,Abra tenuis,119
145614,Calliblepharis jubata,119
178915,Ceramium virgatum,119
130174,Microphthalmus sczelkowii,118
130480,Paradiopatra quadricuspis,118
138297,Crassostrea,118
152259,Thracia gracilis,118
196380,Antalis vulgaris,118
102811,Gammarella fucicola,117
129678,Streptosyllis,117
152397,Tellimya tenella,117
103852,Pyura squamulosa,116
123987,Asterina gibbosa,116
129363,Rhodine,116
130654,Mystides caeca,116
141676,Thyasira succisa,116
145656,Gymnogongrus crenulatus,116
152454,Paramphitrite birulai,116
862807,Schizomavella (Schizomavella) teresae,116
107253,Homarus gammarus,115
108344,Processa nouveli holthuisi,115
117285,Aglaophenia tubulifera,115
120019,Gastrosaccus sanctus,115
125909,Ammodytes,115
129274,Schistomeringos,115
145825,Lomentaria clavellosa,115
145853,Rhodymenia holmesii,115
179052,Lamprothamnium,115
875379,Loripes orbiculatus,115
126892,Gobius niger,114
131502,Neoamphitrite affinis,114
131834,Haliclona,114
140261,Littorina fabalis,114
234208,Testudinalia testudinalis,114
382318,Thracioidea,114
144737,Apoglossum ruscifolium,113
155127,Sphaerodoridium minutum,113
234031,Ruppia maritima,113
102443,Protomedeia fasciata,112
117877,Diphasia attenuata,112
140868,Gari costulata,112
111343,Cryptosula pallasiana,111
125057,Amphilepis norvegica,111
125516,Ammodytidae,111
129233,Spiochaetopterus,111
138158,Mactra,111
157933,Ectopleura larynx,111
157947,Halecium beanii,111
338471,Malacoceros girardi,111
847930,Sorgenfreispira brachystoma,111
443,Trochidae,110
102968,Harpinia laevis,110
117015,Bougainvillia,110
117399,Rhizocaulus verticillatus,110
119859,Gastrosaccus,110
127427,Zeus faber,110
129627,Streblospio,110
130738,Enipo kinbergi,110
144682,Pterothamnion crispum,110
152252,Ampharetinae,110
101977,Gitana sarsi,109
103169,Stenothoe monoculoides,109
117067,Coryne,109
130781,Harmothoe spinifera,109
882443,Dialychone dunerificta,109
14636,Tellinoidea,108
101400,Oedicerotidae,108
103448,Molgulidae,108
129672,Procerastea,108
238180,Epigamia alexandri,108
742170,Leodice harassii,108
123121,Asteriidae,107
130164,Kefersteinia cirrhata,107
133147,Raspailia (Clathriodendron) hispida,107
138012,Emarginula,107
140440,Crenella decussata,107
141434,Abra longicallus,107
107564,Pontophilus spinosus,106
126437,Melanogrammus aeglefinus,106
126768,Lipophrys pholis,106
127137,Hippoglossoides platessoides,106
129702,Neoamphitrite,106
130518,Orbinia armandi,106
130984,Apomatus similis,106
131527,Polycirrus denticulatus,106
137182,Podiceps cristatus,106
1648,Sipunculidae,105
118454,Idotea,105
129096,Siboglinidae,105
129548,Pseudopotamilla,105
133679,Phorbas fictitius,105
2094,Solenogastres,104
138186,Mysella,104
138235,Nassarius,104
329801,Nicomache (Loxochona) trispinata,104
596997,Scolelepis (Parascolelepis) gilchristi,104
922,Arenicolidae,103
130777,Harmothoe pagenstecheri,103
131525,Polycirrus aurantiacus,103
137886,Dentalium,103
145542,Fucus ceranoides,103
1599,Corynidae,102
101580,Leucothoe,102
134741,Phoxichilidium femoratum,102
144434,Porphyra purpurea,102
145065,Cladophora sericea,102
235864,Haliclona (Rhizoniera) viscosa,102
118100,Chironomidae,101
129717,Terebellides,101
130490,Ophelia bicornis,101
130684,Pseudomystides spinachia,101
139486,Roxania utriculus,101
141291,Manzonia crassa,101
144937,Elachista fucicola,101
145908,Sphaerococcus coronopifolius,101
273571,Symphodus melops,101
103837,Microcosmus claudicans,100
130008,Dorvillea rubrovittata,100
131065,Fimbriosthenelais minor,100
137188,Gavia stellata,100
146821,Herentia hyndmanni,100
150648,Campanulina pumila,100
107148,Galathea dispersa,99
117880,Diphasia margareta,99
118445,Astacilla,99
127124,Arnoglossus imperialis,99
130225,Augeneria tentaculata,99
140684,Patella ulyssiponensis,99
117930,Tamarisca tamarisca,98
139825,Haliella stenostoma,98
144672,Polysiphonia stricta,98
766122,Cephalotrichidae,98
107344,Macropodia parva,97
110492,Diastylis tumida,97
130238,Lumbrineris aniara,97
145027,Chaetomorpha linum,97
148701,Heteromysis (Heteromysis) formosa,97
752125,Luidia sarsii sarsii,97
101411,Talitridae,96
129229,Chaetopterus,96
131807,Halichondria,96
141936,Venus verrucosa,96
143995,Chaetomorpha,96
145667,Stenogramma interruptum,96
111632,Nolella dilatata,95
130891,Chone infundibuliformis,95
138758,Aplysia punctata,95
145664,Phyllophora pseudoceranoïdes,95
836020,Spiralinella spiralis,95
101679,Melita,94
110368,Maxmuelleria lankesteri,94
123182,Synaptidae,94
127149,Scophthalmus maximus,94
144546,Ceramium diaphanum,94
145393,Taonia atomaria,94
975,Oweniidae,93
1774,Ostreida,93
117367,Clytia gracilis,93
118681,Pseudarachna hirsuta,93
144032,Dudresnaya,93
101509,Apherusa,92
129138,Acrocirrus,92
138799,Bathyarca pectunculoides,92
139272,Mangelia costata,92
144777,Polyneura bonnemaisonii,92
532035,Gracilechinus elegans,92
102944,Nicippe tumida,91
119039,Idotea balthica,91
131522,Pistella lornensis,91
134614,Ammothella longipes,91
134674,Endeis spinosa,91
141072,Turbonilla lactea,91
144404,Rhodochorton purpureum,91
1389226,Cyrillia linearis,91
966,Eunicidae,90
100833,Urticina eques,90
102495,Acidostoma neglectum,90
130324,Praxillella gracilis,90
130889,Chone fauveli,90
130964,Sabella discifera,90
140082,Hanleya hanleyi,90
145869,Scytosiphon lomentaria,90
491650,Brachystomia eulimoides,90
120177,Praunus flexuosus,89
129703,Nicolea,89
130722,Alentia gelatinosa,89
137174,Stercorarius skua,89
141308,Onoba aculeus,89
144705,Sphondylothamnion multifidum,89
145666,Schottera nicaeensis,89
326599,Aricidea (Aricidea) albatrossae,89
102136,Dexamine thea,88
118374,Munna,88
124210,Antedon petasus,88
125401,Swiftia pallida,88
126417,Clupea harengus,88
129985,Cossura pygodactylata,88
130643,Eumida punctifera,88
131035,Protula tubularia,88
137916,Doto,88
144054,Cutleria,88
147712,Ramalina,88
195991,Salvatoria swedmarki,88
238068,Tragula fenestrata,88
738976,Cradoscrupocellaria ellisii,88
1600,Eudendriidae,87
107330,Inachus leptochirus,87
111210,Crassimarginatella solidula,87
144839,Odonthalia dentata,87
145915,Sporochnus pedunculatus,87
146524,Atrina fragilis,87
101054,Parazoanthus anguicomus,86
102387,Photis reinhardi,86
118235,Pseudione borealis,86
130168,Microphthalmus aberrans,86
130486,Armandia polyophthalma,86
598841,Streptodonta exsulis,86
1484,Halacaridae,85
107278,Pirimela denticulata,85
118990,Gnathia dentata,85
122817,Oerstedia dorsalis,85
129686,Amphitrite,85
129924,Spiochaetopterus typicus,85
130404,Nereis pelagica,85
133621,Hymedesmia (Hymedesmia) paupertas,85
140976,Odostomia acuta,85
145810,Gastroclonium ovatum,85
126484,Merluccius merluccius,84
139691,Entalina tetragona,84
140830,Limacia clavigera,84
144018,Lithothamnion,84
494791,Sargassum muticum,84
882941,Laona quadrata,84
117373,Clytia paulensis,83
126448,Ciliata mustela,83
130408,Perinereis cultrifera,83
131114,Boccardiella ligerica,83
138647,Venerupis,83
145700,Gracilaria gracilis,83
146869,Cylindroleberis,83
157570,Sphaerodoridium claparedii,83
162555,Melobesioideae,83
234468,Ulva flexuosa,83
2853,Polycladida,82
123612,Amphipholis,82
124653,Pawsonia saxicola,82
125161,Echinaster (Echinaster) sepositus,82
125579,Pleuronectidae,82
134591,Nymphon,82
140237,Limatula gwyni,82
144706,Spyridia filamentosa,82
107152,Galathea nexa,81
107506,Eualus occultus,81
110555,Campylaspis rubicunda,81
124463,Leptosynapta decaria,81
130081,Euphrosine borealis,81
132072,Suberites,81
139433,Cardiomya costellata,81
140512,Nassarius pygmaeus,81
145130,Jania rubens,81
145297,Cutleria multifida,81
146793,Chaetomorpha mediterranea,81
421139,Amphibalanus improvisus,81
129700,Loimia,80
131366,Proceraea prismatica,80
131676,Suberitidae,80
138821,Astarte elliptica,80
333044,Aricidea (Aricidea) pseudoarticulata,80
801,Chlorophyta,79
102041,Leptocheirus tricristatus,79
111195,Callopora discreta,79
140571,Striarca lactea,79
743514,Neogyptis rosea,79
851922,Genaxinus eumyarius,79
225,Montacutinae,78
111318,Figularia figularis,78
111426,Micropora coriacea,78
117328,Bougainvillia muscus,78
118861,Natatolana gallica,78
119905,Schistomysis,78
130466,Nothria britannica,78
130760,Harmothoe clavigera,78
131164,Prionospio steenstrupi,78
137943,Epitonium,78
139474,Cylichna alba,78
152254,Pista bansei,78
165801,Halichondria (Halichondria) bowerbanki,78
181500,Nothria hyperborea,78
333843,Lipobranchius jeffreysii,78
410742,Onchnesoma steenstrupii steenstrupii,78
494940,Leathesia marina,78
802,Chlorophyceae,77
1307,Insecta,77
101450,Amphilochus,77
110976,Scruparia,77
130310,Micromaldane ornithochaeta,77
130387,Neanthes fucata,77
132046,Polymastia,77
139800,Eulima bilineata,77
141672,Thyasira sarsii,77
144573,Compsothamnion thuioides,77
146999,Ligia oceanica,77
181510,Therochaeta flabellata,77
607414,Pronucula tenuis,77
5,Protozoa,76
110542,Campylaspis costata,76
126770,Parablennius gattorugine,76
130913,Fabricia stellaris,76
140593,Nucula tumidula,76
143800,Audouinella,76
334417,Pectinaria belgica,76
110574,Nannastacus unguiculatus,75
132159,Alcyonium glomeratum,75
141251,Alvania testae,75
141905,Velutina velutina,75
143832,Callithamnion,75
532031,Gracilechinus acutus,75
215,Ostreidae,74
110956,Reteporella,74
126929,Pomatoschistus norvegicus,74
131087,Sphaerodoridium fauchaldi,74
123,Rissoidae,73
102710,Perrierella audouiniana,73
107737,Jaxea nocturna,73
119046,Idotea linearis,73
130875,Bispira volutacornis,73
132473,Axinella dissimilis,73
137578,Tubificoides insularis,73
145830,Lomentaria orcadensis,73
173457,Oxydromus,73
135,Eulimidae,72
1341,Octocorallia,72
103656,Aplidium nordmanni,72
130530,Phylo kupfferi,72
132077,Tethya,72
138984,Capulus ungaricus,72
139449,Cuspidaria lamellosa,72
124457,Labidoplax media,71
129168,Melinna,71
129737,Panthalis oerstedi,71
130223,Abyssoninoe scopa,71
131051,Serpula vermicularis,71
131570,Octobranchus floriceps,71
138035,Glycymeris,71
147723,Caloplaca,71
150531,Antalis,71
327423,Chaetozone jubata,71
192,Aeolidiidae,70
101389,Ischyroceridae,70
102002,Ampithoe rubricata,70
106800,Callianassidae,70
107689,Processa nouveli,70
129425,Scoloplos,70
131123,Dipolydora saintjosephi,70
145170,Lithothamnion glaciale,70
146968,Hediste,70
271509,Bathyraja brachyurops,70
386411,Boreochiton ruber,70
852322,Spatangoidea,70
102264,Echinogammarus incertae sedis planicrurus,69
102483,Liljeborgia kinahani,69
110391,Iphinoe,69
118088,Diptera,69
126761,Blennius ocellaris,69
127146,Lepidorhombus whiffiagonis,69
130127,Glycera rouxii,69
130764,Harmothoe fraserthomsoni,69
141025,Odostomia unidentata,69
142004,Yoldiella nana,69
851589,Amathia gracilis,69
101060,Kinorhyncha,68
103471,Aplidium,68
118843,Eurydice affinis,68
123177,Spatangidae,68
145001,Ralfsia verrucosa,68
5953,Sagittidae,67
101704,Synchelidium,67
102873,Bathymedon longimanus,67
106126,Chthamalus,67
111365,Chartella papyracea,67
111799,Loxosomella,67
117033,Laomedea,67
123922,Luidia sarsii,67
124043,Hippasteria phrygiana,67
129034,Melinnacheres steenstrupi,67
134568,Achelia,67
144067,Dictyosiphon,67
144438,Asparagopsis armata,67
152358,Pomatoceros lamarcki,67
152817,Pandora albida,67
156451,Themisto compressa,67
976,Flabelligeridae,66
101658,Tmetonyx,66
102840,Melita hergensis,66
106849,Anapagurus,66
130128,Glycera tesselata,66
130301,Macroclymene santanderensis,66
130305,Maldane sarsi,66
136135,Rissoides desmaresti,66
138584,Calliostoma,66
141230,Alvania punctura,66
141664,Thyasira granulosa,66
144221,Rhodothamniella,66
144272,Sphacelaria,66
144563,Ceramium shuttleworthianum,66
144747,Drachiella spectabilis,66
145606,Caulacanthus ustulatus,66
147038,Planaria,66
332927,Ampharete borealis,66
408266,Fenestrulina delicia,66
530937,Parasabella torulis,66
833990,Bugulina avicularia,66
154,Cephalaspidea,65
965,Onuphidae,65
102385,Photis pollex,65
105821,Mustelus asterias,65
118798,Pleurogonium inerme,65
127524,Philomedes,65
129198,Apistobranchus,65
130197,Podarkeopsis helgolandicus,65
132079,Timea,65
138239,Euspira,65
143968,Elachista,65
101417,Hyperiidae,64
101459,Ampithoe,64
111500,Escharoides mamillata,64
111844,Loxosomella varians,64
118759,Munna minuta,64
122596,Cephalothrix linearis,64
127261,Chelidonichthys lastoviza,64
157545,Proclea graffii,64
1276,Tardigrada,63
100782,Cerianthus,63
102758,Tryphosella horingi,63
107479,Alpheus macrocheles,63
111320,Membraniporella nitida,63
117690,Filellum serpens,63
123384,Echinocyamus,63
126937,Thorogobius ephippiatus,63
129248,Protocirrineris,63
131172,Scolelepis (Scolelepis) cantabra,63
136285,Apseudes talpa,63
138677,Acanthochitona fascicularis,63
140172,Lamellaria latens,63
140838,Polycera quadrilineata,63
141280,Crisilla semistriata,63
150884,Glyptotendipes,63
167605,Clathria (Microciona),63
246149,Polititapes,63
100946,Calliactis parasitica,62
106837,Pisidia,62
110733,Calloporidae,62
117230,Hydrallmania,62
128550,Phoronis ovalis,62
129194,Aphrodita,62
129693,Eupolymnia,62
130114,Piromis eruca,62
130292,Euclymene lindrothi,62
137954,Eubranchus,62
147031,Nebalia,62
415154,Candona,62
971,Dorvilleidae,61
102860,Melphidippella macra,61
110749,Flustridae,61
111120,Palmiskenea skenei,61
120178,Praunus inermis,61
131020,Metavermilia multicristata,61
136253,Tanais,61
138089,Lepidochitona,61
231750,Ruditapes philippinarum,61
234037,Spartina,61
11782,Octopodidae,60
100790,Epizoanthus,60
101037,Epizoanthus papillosus,60
101858,Parvipalpus capillaceus,60
103007,Parapleustes assimilis,60
103598,Trididemnum tenerum,60
117932,Thuiaria articulata,60
129307,Gyptis,60
131073,Sigalion squamosus,60
134691,Nymphon hirtum,60
139965,Emarginula rosea,60
140464,Modiolus barbatus,60
140768,Barnea parva,60
236488,Zeugopterus regius,60
246140,Tritia,60
605961,Parthenina decussata,60
102970,Harpinia mucronata,59
105468,Spadella cephaloptera,59
110375,Thalassema thalassema,59
110380,Diastylidae,59
110897,Puellina,59
111540,Scruparia chelata,59
118793,Paramunna bilobata,59
143723,Fucaceae,59
152414,Notoplana atomata,59
100930,Actinauge richardi,58
101982,Paramphilochoides odontonyx,58
108207,Philocheras bispinosus bispinosus,58
111761,Tubulipora lobifera,58
115394,Leptastacus,58
131201,Circeis spirillum,58
137179,Phalacrocorax carbo,58
137997,Facelina,58
140942,Eulimella acicula,58
164273,Leucandra ananas,58
100815,Aulactinia verrucosa,57
104872,Eurytemora affinis,57
105876,Leucoraja naevus,57
106835,Munida,57
107163,Munida sarsi,57
111573,Smittoidea reticulata,57
117260,Acaulis primarius,57
130656,Nereiphylla lutea,57
139265,Mangelia attenuata,57
142820,Prostheceraeus vittatus,57
145769,Naccaria wiggii,57
103582,Diplosoma spongiforme,56
118510,Paranthura nigropunctata,56
118958,Lekanesphaera rugicauda,56
122471,Cerebratulus fuscus,56
123456,Holothuria,56
129588,Fimbriosthenelais,56
129616,Microspio,56
138323,Pecten,56
141650,Thracia pubescens,56
143999,Codium,56
145728,Laminaria ochroleuca,56
145800,Prasiola stipitata,56
1027775,Vertebrata nigra,56
1311360,Lychaete pellucida,56
162,Pyramidellidae,55
103792,Molgula oculata,55
110722,Cheilostomatida,55
138633,Chamelea,55
140235,Limaria hians,55
140253,Limopsis cristata,55
335294,Astacilla damnoniensis,55
438957,Tephromela atra var. atra,55
559,Calcarea,54
1128,Euphausiacea,54
101563,Photis,54
102168,Apherusa jurinei,54
105440,Parasagitta elegans,54
113756,Trifarina angulosa,54
116999,Aglaophenia,54
118216,Gyge branchialis,54
118559,Eugerda tenuimana,54
127082,Trachinus draco,54
129402,Nothria,54
129431,Cirrophorus,54
130352,Nephtys pente,54
137388,Limnodrilus,54
138401,Chrysallida,54
138421,Turbonilla,54
144545,Ceramium deslongchampsii,54
147480,Bryophyta,54
851599,Amathia pustulosa,54
100695,Anemonia,53
111543,Setosella vulnerata,53
130972,Saccocirrus papillocercus,53
140474,Musculus niger,53
145856,Colpomenia peregrina,53
555677,Dercitus (Dercitus) bucklandi,53
1047602,Edmundsella pedata,53
1086,Eumalacostraca,52
101403,Phoxocephalidae,52
105815,Scyliorhinus stellaris,52
107313,Achaeus cranchii,52
107386,Liocarcinus corrugatus,52
107397,Macropipus tuberculatus,52
117469,Coryne muscoides,52
117610,Hydranthea margarica,52
117871,Abietinaria filicula,52
129103,Siboglinum,52
132201,Leuconia nivea,52
136443,Leptognathia paramanca,52
137613,Acanthochitona,52
140973,Noemiamea dolioliformis,52
817982,Parthenina interstincta,52
100999,Sagartiogeton laceratus,51
102342,Iphimedia eblanae,51
102764,Tryphosella nanoides,51
103251,Hyperia galba,51
111594,Alcyonidium albidum,51
111679,Annectocyma major,51
124467,Leptosynapta minuta,51
127136,Glyptocephalus cynoglossus,51
128548,Phoronis hippocrepia,51
129838,Pareurythoe borealis,51
131629,Axinellidae,51
134600,Achelia laevis,51
141031,Ondina diaphana,51
141531,Skenea serpuloides,51
141541,Azorinus chamasolen,51
141675,Thyasira subovata,51
141774,Clelandella miliaris,51
143853,Polysiphonia,51
156078,Ulva clathrata,51
179650,Idunella picta,51
236715,Talochlamys pusio,51
1317687,Cribrilaria venusta,51
100961,Paraphellia expansa,50
102605,Lysianassa ceratina,50
106788,Palaemonidae,50
110797,Penetrantiidae,50
118086,Collembola,50
144582,Griffithsia corallinoides,50
145188,Mesophyllum lichenoides,50
925,Scalibregmatidae,49
111066,Aetea sica,49
111488,Escharella labiosa,49
118250,Desmosomatidae,49
124160,Solaster endeca,49
127151,Zeugopterus punctatus,49
130659,Nereiphylla rubiginosa,49
130737,Enipo elisabethae,49
131152,Prionospio caspersi,49
138673,Yoldiella,49
160514,Metopa rubrovittata,49
238192,Myrianida brachycephala,49
238263,Syllis licheri,49
247773,Stenosemus albus,49
293624,Liparis liparis liparis,49
1059487,Cribrilina (Cribrilina) cryptooecium,49
100854,Stomphia coccinea,48
100927,Peachia cylindrica,48
102973,Harpinia plumosa,48
103118,Metopa borealis,48
103548,Archidistoma aggregatum,48
110593,Petalosarsia declivis,48
113082,Cassidulina obtusa,48
117070,Sarsia,48
122624,Tubulanus albocapitatus,48
129705,Paramphitrite,48
136065,Onchnesoma squamatum,48
137392,Tubifex,48
144555,Ceramium pallidum,48
145743,Scinaia furcellata,48
147020,Moerella,48
147027,Mysta barbata,48
238196,Myrianida inermis,48
334842,Spirorbis (Spirorbis) spirorbis,48
731943,Holothuriidae,48
848014,Panningia hyndmani,48
101620,Lysianassa,47
101770,Stenothoe,47
102412,Ischyrocerus anguipes,47
103733,Diazona violacea,47
106986,Eualus,47
107347,Maja brachydactyla,47
110412,Eudorella,47
119050,Idotea pelagica,47
129432,Levinsenia,47
131289,Eusyllis assimilis,47
152370,Trophonopsis muricata,47
597722,Prosphaerosyllis chauseyensis,47
836896,Dasysiphonia japonica,47
102,Prosobranchia,46
105729,Scyliorhinus,46
106734,Porcellanidae,46
107683,Processa edulis,46
119048,Idotea neglecta,46
129251,Cossura,46
129961,Cirratulus incertus,46
131738,Aplysilla,46
138040,Goniodoris,46
138127,Limatula,46
144062,Asperococcus,46
144099,Ectocarpus,46
145503,Bifurcaria bifurcata,46
145655,Erythrodermis traillii,46
145850,Rhodymenia ardissonei,46
147060,Nemertes,46
156,Retusidae,45
102033,Lembos websteri,45
106386,Pleurobrachia pileus,45
118839,Cirolana cranchii,45
130496,Ophelia rathkei,45
140820,Pleurobranchus membranaceus,45
144530,Callithamnion tetricum,45
144547,Ceramium echionotum,45
491631,Brachystomia,45
1608,Haleciidae,44
103670,Aplidium turbinatum,44
117377,Gonothyraea loveni,44
118225,Pleurocrypta galateae,44
123430,Spatangus,44
126160,Liparis,44
126458,Gaidropsarus vulgaris,44
129870,Arenicolides ecaudata,44
131134,Malacoceros vulgaris,44
139450,Cuspidaria obesa,44
140128,Ceratia proxima,44
144520,Antithamnionella floccosa,44
146768,Caprella mutica,44
166605,Haliclona (Reniera) cinerea,44
238248,Streptosyllis campoyi,44
247605,Tanaissus danica,44
505249,Rocellaria dubia,44
955716,Sphaeroma,44
101474,Unciola,43
101586,Acidostoma,43
102178,Calliopius laeviusculus,43
102926,Synchelidium intermedium,43
103132,Metopa pusilla,43
103436,Stolidobranchia,43
103438,Clavelinidae,43
103531,Dendrodoa,43
106041,Balanoidea,43
107477,Alpheus glaber,43
110449,Eocuma dollfusi,43
111323,Puellina bifida,43
111676,Walkeria uva,43
113077,Cassidulina laevigata,43
125598,Triglidae,43
129383,Rullierinereis,43
129903,Notoproctus oculatus,43
131080,Commensodorum commensalis,43
138990,Acanthocardia aculeata,43
144686,Ptilota gunneri,43
146368,Pterosiphonia complanata,43
593521,Pleurocrypta porcellanaelongicornis,43
189,Aeolidioidea,42
1567,Pycnogonidae,42
102275,Gammarus crinicornis,42
103594,Trididemnum cereum,42
106733,Galatheidae,42
107441,Xantho pilipes,42
107643,Dichelopandalus bonnieri,42
111040,Plagioecia,42
111310,Collarina balzaci,42
130581,Paradoneis eliasoni,42
137485,Paranais litoralis,42
101013,Pachycerianthus multiplicatus,41
101365,Amphilochidae,41
101633,Orchomene,41
110550,Campylaspis legendrei,41
130476,Paradiopatra fiordica,41
131411,Syllides longocirratus,41
140864,Eleutheromenia sierra,41
144918,Eudesme virescens,41
146733,Boreotrophon truncatus,41
150268,Clathrina primordialis,41
151374,Patella depressa,41
152234,Aphelochaeta multibranchis,41
181574,Cryptochironomus,41
246150,Polititapes aureus,41
334102,Neanthes nubila,41
410734,Nephasoma (Nephasoma) diaphanes diaphanes,41
416615,Alvania beanii,41
459311,Nebalia reboredae,41
127,Turritellidae,40
15308,Corallinales,40
102276,Gammarus duebeni,40
103921,Stolonica socialis,40
107338,Macropodia deflexa,40
110911,Flustra,40
111158,Bugula neritina,40
117903,Sertularella mediterranea,40
118766,Uromunna petiti,40
126872,Buenia jeffreysii,40
129319,Podarkeopsis,40
129600,Sphaerodoridium,40
130072,Marphysa bellii,40
130497,Ophelia roscoffensis,40
130992,Filogranula gracilis,40
132648,Hymeniacidon fallax,40
140892,Pulsellum affine,40
145029,Chaetomorpha melagonium,40
146873,Cyprididae,40
146960,Gracilariopsis longissima,40
147068,Ougia,40
148410,Ilyocryptus sordidus,40
150894,Polypedilum (Polypedilum) nubeculosum,40
152365,Lagis,40
155046,Antinoe finmarchica,40
256988,Dynamene bidentata,40
491633,Brachystomia scalaris,40
530926,Parasabella langerhansi,40
11707,Cephalopoda,39
101409,Stenothoidae,39
103609,Distaplia rosea,39
120204,Schistomysis ornata,39
124598,Aslia lefevrei,39
129344,Clymenella,39
131367,Procerastea halleziana,39
133688,Phorbas plumosus,39
135789,Cancerilla tubulata,39
140471,Musculus costulatus,39
140484,Rhomboidella prideauxi,39
140629,Adalaria proxima,39
140834,Polycera faeroensis,39
141143,Rhopalomenia aglaopheniae,39
144156,Haemescharia,39
144562,Ceramium secundatum,39
150457,Onchidoris bilamellata,39
221538,Celleporina caliciformis,39
345287,Kurtiella tumidula,39
347109,Emertonia,39
369702,Grania,39
1296684,Pseudotanais denticulatus,39
101447,Haploops,38
101694,Monoculodes,38
101851,Caprella septentrionalis,38
104055,Terebratulina retusa,38
107007,Crangon,38
111793,Pedicellinidae,38
111798,Loxosoma,38
116346,Paraleptastacus espinulatus,38
117636,Schizotricha frutescens,38
117909,Sertularella tenella,38
119044,Idotea granulosa,38
127066,Spondyliosoma cantharus,38
131025,Placostegus tridentatus,38
136546,Tanais dulongii,38
140840,Thecacera pennigera,38
141539,Skeneopsis planorbis,38
144051,Peyssonnelia,38
144501,Aglaothamnion tenuissimum,38
144755,Haraldiophyllum bonnemaisonii,38
144844,Osmundea osmunda,38
147143,Sarsinebalia,38
236541,Deflexilodes subnudus,38
333952,Malacoceros fuliginosa,38
367570,Propebela rufa,38
1053398,Epimeria (Epimeria) cornigera,38
1311368,Gaillona hookeri,38
